country,tourists,percentage,airplane,train,ship,car,month,year
Λοιπά κράτη Αμερικής,2970,0.1454,2970,0,0,0,ΙΟΥΝ,2012
Αυστραλία,19678,0.963,15573,0,2017,2089,ΙΟΥΝ,2012
Λοιπά κράτη Ωκεανίας,451,0.02208,451,0,0,0,ΙΟΥΝ,2012
Αυστρία,63599,2.22,55988,0,3504,4108,ΙΟΥΛ,2012
Βέλγιο,63810,2.229,62087,0,1722,0,ΙΟΥΛ,2012
Βουλγαρία,52367,1.829,3709,0,12719,35939,ΙΟΥΛ,2012
Γαλλία,156538,5.47,149851,0,5801,886,ΙΟΥΛ,2012
Γερμανία,364498,12.734,308030,0,8748,47720,ΙΟΥΛ,2012
Δανία,35575,1.242,35398,0,177,0,ΙΟΥΛ,2012
Εσθονία,907,0.03168,907,0,0,0,ΙΟΥΛ,2012
Ην. Βασίλειο,346312,12.09,340100,0,5327,886,ΙΟΥΛ,2012
Ιρλανδία,2339,0.0817,2339,0,0,0,ΙΟΥΛ,2012
Ισπανία,36201,1.265,35250,0,951,0,ΙΟΥΛ,2012
Ιταλία,148968,5.203,117769,0,31199,0,ΙΟΥΛ,2012
Κύπρος,44953,1.57,44953,0,0,0,ΙΟΥΛ,2012
Λεττονία,971,0.0339,971,0,0,0,ΙΟΥΛ,2012
Λιθουανία,4970,0.1736,4715,0,255,0,ΙΟΥΛ,2012
Λουξεμβούργο,2158,0.0754,2158,0,0,0,ΙΟΥΛ,2012
Μάλτα,0,0.0,0,0,0,0,ΙΟΥΛ,2012
Ολλανδία,103535,3.615,100841,0,2694,0,ΙΟΥΛ,2012
Ουγγαρία,17817,0.622,9194,0,255,8367,ΙΟΥΛ,2012
Πολωνία,73835,2.578,67869,0,2231,3735,ΙΟΥΛ,2012
Πορτογαλία,3585,0.1252,3585,0,0,0,ΙΟΥΛ,2012
Ρουμανία,35476,1.239,15109,0,3484,16884,ΙΟΥΛ,2012
Σλοβακία,8468,0.296,7320,0,0,1148,ΙΟΥΛ,2012
Σλοβενία,7188,0.251,6677,0,511,0,ΙΟΥΛ,2012
Σουηδία,71286,2.49,62584,0,1025,7678,ΙΟΥΛ,2012
Τσεχία,72408,2.53,70609,0,421,1378,ΙΟΥΛ,2012
Φινλανδία,26006,0.908,26006,0,0,0,ΙΟΥΛ,2012
Αλβανία,42062,1.469,2812,0,0,39249,ΙΟΥΛ,2012
Ελβετία,68468,2.39,65550,0,2918,0,ΙΟΥΛ,2012
Νορβηγία,75117,2.623,73733,0,466,919,ΙΟΥΛ,2012
Ισλανδία,0,0.0,0,0,0,0,ΙΟΥΛ,2012
Ρωσία,174499,6.094,168906,0,713,4879,ΙΟΥΛ,2012
Σερβία - Μαυροβούνιο,177563,6.203,7923,0,0,169640,ΙΟΥΛ,2012
Λοιπά Κράτη Ευρώπης,283818,9.914,25995,0,766,257057,ΙΟΥΛ,2012
Ιαπωνία,1490,0.05203,356,0,1135,0,ΙΟΥΛ,2012
Ιράν,1856,0.0648,0,0,1856,0,ΙΟΥΛ,2012
Ισραήλ,39080,1.365,39080,0,0,0,ΙΟΥΛ,2012
Κίνα,1710,0.05972,1710,0,0,0,ΙΟΥΛ,2012
Λίβανος - Συρία,2869,0.1002,2869,0,0,0,ΙΟΥΛ,2012
Ν. Κορέα,1610,0.05624,622,0,988,0,ΙΟΥΛ,2012
Τουρκία,116290,4.062,4106,0,8306,103878,ΙΟΥΛ,2012
Λοιπά κράτη Μ. Ανατολής,1351,0.0472,1351,0,0,0,ΙΟΥΛ,2012
Λοιπά κράτη Ασίας,6808,0.2378,6808,0,0,0,ΙΟΥΛ,2012
Αίγυπτος - Σουδάν,1422,0.04965,1236,0,0,186,ΙΟΥΛ,2012
Νοτιοαφρικανική Ενωση,4015,0.1403,4015,0,0,0,ΙΟΥΛ,2012
Λοιπά κράτη Αφρικής,478,0.01671,478,0,0,0,ΙΟΥΛ,2012
Αργεντινή,3649,0.1274,3649,0,0,0,ΙΟΥΛ,2012
Βραζιλία,2331,0.0814,2331,0,0,0,ΙΟΥΛ,2012
Μεξικό,785,0.0274,785,0,0,0,ΙΟΥΛ,2012
Η.Π.Α.,58762,2.053,56388,0,2374,0,ΙΟΥΛ,2012
Καναδάς,15380,0.537,14392,0,988,0,ΙΟΥΛ,2012
Λοιπά κράτη Αμερικής,8748,0.3057,8748,0,0,0,ΙΟΥΛ,2012
Αυστραλία,24063,0.8403,23709,0,354,0,ΙΟΥΛ,2012
Λοιπά κράτη Ωκεανίας,5097,0.178,5097,0,0,0,ΙΟΥΛ,2012
Αυστρία,48600,1.486,44630,0,3970,0,ΑΥΓ,2012
Βέλγιο,70347,2.152,67506,0,1212,1629,ΑΥΓ,2012
Βουλγαρία,56048,1.715,4850,0,8264,42935,ΑΥΓ,2012
Γαλλία,271158,8.3,249561,0,21597,0,ΑΥΓ,2012
Γερμανία,408114,12.484,297555,0,18936,91623,ΑΥΓ,2012
Δανία,52335,1.601,51685,0,649,0,ΑΥΓ,2012
Εσθονία,1546,0.0473,1546,0,0,0,ΑΥΓ,2012
Ην. Βασίλειο,368141,11.26,365352,0,2789,0,ΑΥΓ,2012
Ιρλανδία,4585,0.1403,4357,0,228,0,ΑΥΓ,2012
Ισπανία,20362,0.623,20068,0,294,0,ΑΥΓ,2012
Ιταλία,341439,10.445,236915,0,104524,0,ΑΥΓ,2012
Κύπρος,54009,1.652,54009,0,0,0,ΑΥΓ,2012
Λεττονία,1407,0.04303,1407,0,0,0,ΑΥΓ,2012
Λιθουανία,3768,0.1153,3238,0,530,0,ΑΥΓ,2012
Λουξεμβούργο,5052,0.1545,5052,0,0,0,ΑΥΓ,2012
Μάλτα,0,0.0,0,0,0,0,ΑΥΓ,2012
Ολλανδία,105757,3.234,99534,0,4595,1629,ΑΥΓ,2012
Ουγγαρία,11459,0.3506,7104,0,1264,3091,ΑΥΓ,2012
Πολωνία,59235,1.812,51121,0,2155,5958,ΑΥΓ,2012
Πορτογαλία,2769,0.0847,2769,0,0,0,ΑΥΓ,2012
Ρουμανία,40732,1.246,17704,0,4453,18574,ΑΥΓ,2012
Σλοβακία,10288,0.3147,10288,0,0,0,ΑΥΓ,2012
Σλοβενία,16095,0.4924,10243,0,4241,1611,ΑΥΓ,2012
Σουηδία,60752,1.858,59123,0,0,1629,ΑΥΓ,2012
Τσεχία,58614,1.793,57825,0,530,259,ΑΥΓ,2012
Φινλανδία,22398,0.685,22398,0,0,0,ΑΥΓ,2012
Αλβανία,47519,1.453,3021,0,352,44146,ΑΥΓ,2012
Ελβετία,62264,1.904,52801,0,9463,0,ΑΥΓ,2012
Νορβηγία,50548,1.546,50548,0,0,0,ΑΥΓ,2012
Ισλανδία,385,0.011765,385,0,0,0,ΑΥΓ,2012
Ρωσία,224975,6.883,223222,0,792,961,ΑΥΓ,2012
Σερβία - Μαυροβούνιο,215702,6.598,15629,0,0,200073,ΑΥΓ,2012
Λοιπά Κράτη Ευρώπης,306462,9.375,24301,0,1412,280750,ΑΥΓ,2012
Ιαπωνία,571,0.01747,571,0,0,0,ΑΥΓ,2012
Ιράν,2564,0.0784,475,0,2089,0,ΑΥΓ,2012
Ισραήλ,49903,1.526,49903,0,0,0,ΑΥΓ,2012
Κίνα,939,0.02872,939,0,0,0,ΑΥΓ,2012
Λίβανος - Συρία,428,0.01311,428,0,0,0,ΑΥΓ,2012
Ν. Κορέα,670,0.0205,670,0,0,0,ΑΥΓ,2012
Τουρκία,62563,1.914,1088,0,10305,51170,ΑΥΓ,2012
Λοιπά κράτη Μ. Ανατολής,3595,0.11,3595,0,0,0,ΑΥΓ,2012
Λοιπά κράτη Ασίας,8742,0.2673,7930,0,0,812,ΑΥΓ,2012
Αίγυπτος - Σουδάν,475,0.014534,475,0,0,0,ΑΥΓ,2012
Νοτιοαφρικανική Ενωση,2460,0.07526,2460,0,0,0,ΑΥΓ,2012
Λοιπά κράτη Αφρικής,860,0.02629,860,0,0,0,ΑΥΓ,2012
Αργεντινή,1769,0.0541,1769,0,0,0,ΑΥΓ,2012
Βραζιλία,5149,0.1575,5149,0,0,0,ΑΥΓ,2012
Μεξικό,242,0.0074,242,0,0,0,ΑΥΓ,2012
Η.Π.Α.,72225,2.209,72102,0,123,0,ΑΥΓ,2012
Καναδάς,27183,0.8315,27183,0,0,0,ΑΥΓ,2012
Λοιπά κράτη Αμερικής,2811,0.086,2811,0,0,0,ΑΥΓ,2012
Αυστραλία,20447,0.6255,18847,0,1600,0,ΑΥΓ,2012
Λοιπά κράτη Ωκεανίας,2744,0.0839,2744,0,0,0,ΑΥΓ,2012
Αυστρία,37036,1.468,31685,0,3929,1422,ΣΕΠΤ,2012
Βέλγιο,64765,2.566,63729,0,0,1036,ΣΕΠΤ,2012
Βουλγαρία,74327,2.945,3906,0,13937,56485,ΣΕΠΤ,2012
Γαλλία,154488,6.125,148318,0,6170,0,ΣΕΠΤ,2012
Γερμανία,380011,15.06,315756,0,27582,36673,ΣΕΠΤ,2012
Δανία,39124,1.551,39124,0,0,0,ΣΕΠΤ,2012
Εσθονία,1508,0.05975,1508,0,0,0,ΣΕΠΤ,2012
Ην. Βασίλειο,373739,14.81,369363,0,4376,0,ΣΕΠΤ,2012
Ιρλανδία,11023,0.437,11023,0,0,0,ΣΕΠΤ,2012
Ισπανία,17470,0.6924,16510,0,959,0,ΣΕΠΤ,2012
Ιταλία,125712,4.984,95094,0,29053,1565,ΣΕΠΤ,2012
Κύπρος,61627,2.443,61627,0,0,0,ΣΕΠΤ,2012
Λεττονία,1077,0.0427,1077,0,0,0,ΣΕΠΤ,2012
Λιθουανία,2587,0.10254,2587,0,0,0,ΣΕΠΤ,2012
Λουξεμβούργο,3072,0.12177,3072,0,0,0,ΣΕΠΤ,2012
Μάλτα,0,0.0,0,0,0,0,ΣΕΠΤ,2012
Ολλανδία,65838,2.61,63844,0,1995,0,ΣΕΠΤ,2012
Ουγγαρία,20357,0.8066,18902,0,1037,418,ΣΕΠΤ,2012
Πολωνία,56070,2.223,51155,0,2447,2468,ΣΕΠΤ,2012
Πορτογαλία,5640,0.2235,5640,0,0,0,ΣΕΠΤ,2012
Ρουμανία,32043,1.2705,11122,0,7137,13784,ΣΕΠΤ,2012
Σλοβακία,7695,0.305,7217,0,0,477,ΣΕΠΤ,2012
Σλοβενία,6514,0.2583,3175,0,1267,2072,ΣΕΠΤ,2012
Σουηδία,55241,2.19,54831,0,410,0,ΣΕΠΤ,2012
Τσεχία,74175,2.94,72138,0,762,1275,ΣΕΠΤ,2012
Φινλανδία,27656,1.097,27656,0,0,0,ΣΕΠΤ,2012
Αλβανία,33234,1.317,1555,0,1058,30621,ΣΕΠΤ,2012
Ελβετία,48967,1.94,43375,0,5591,0,ΣΕΠΤ,2012
Νορβηγία,51589,2.045,51589,0,0,0,ΣΕΠΤ,2012
Ισλανδία,0,0.0,0,0,0,0,ΣΕΠΤ,2012
Ρωσία,182977,7.254,181477,0,783,716,ΣΕΠΤ,2012
Σερβία - Μαυροβούνιο,93794,3.717,6263,0,916,86615,ΣΕΠΤ,2012
Λοιπά Κράτη Ευρώπης,223171,8.84,22848,0,2024,198299,ΣΕΠΤ,2012
Ιαπωνία,1563,0.06195,1563,0,0,0,ΣΕΠΤ,2012
Ιράν,4310,0.1708,1516,0,2794,0,ΣΕΠΤ,2012
Ισραήλ,32744,1.298,32744,0,0,0,ΣΕΠΤ,2012
Κίνα,291,0.01155,0,0,291,0,ΣΕΠΤ,2012
Λίβανος - Συρία,1983,0.0786,1983,0,0,0,ΣΕΠΤ,2012
Ν. Κορέα,0,0.0,0,0,0,0,ΣΕΠΤ,2012
Τουρκία,45937,1.821,887,0,6976,38074,ΣΕΠΤ,2012
Λοιπά κράτη Μ. Ανατολής,2503,0.09924,2503,0,0,0,ΣΕΠΤ,2012
Λοιπά κράτη Ασίας,9480,0.3757,8393,0,0,1088,ΣΕΠΤ,2012
Αίγυπτος - Σουδάν,0,0.0,0,0,0,0,ΣΕΠΤ,2012
Νοτιοαφρικανική Ενωση,4402,0.1744,4402,0,0,0,ΣΕΠΤ,2012
Λοιπά κράτη Αφρικής,5081,0.2014,5081,0,0,0,ΣΕΠΤ,2012
Αργεντινή,2732,0.1083,2732,0,0,0,ΣΕΠΤ,2012
Βραζιλία,4480,0.1776,4226,0,254,0,ΣΕΠΤ,2012
Μεξικό,1116,0.04425,1116,0,0,0,ΣΕΠΤ,2012
Η.Π.Α.,36202,1.435,36202,0,0,0,ΣΕΠΤ,2012
Καναδάς,10894,0.432,10894,0,0,0,ΣΕΠΤ,2012
Λοιπά κράτη Αμερικής,1098,0.04352,705,0,393,0,ΣΕΠΤ,2012
Αυστραλία,23034,0.913,21767,0,1267,0,ΣΕΠΤ,2012
Λοιπά κράτη Ωκεανίας,2512,0.0996,1930,0,583,0,ΣΕΠΤ,2012
Αυστρία,13118,1.001,11557,0,1561,0,ΟΚΤ,2012
Βέλγιο,26850,2.049,26212,0,638,0,ΟΚΤ,2012
Βουλγαρία,59670,4.55,3854,0,9718,46098,ΟΚΤ,2012
Γαλλία,68195,5.203,65222,0,2973,0,ΟΚΤ,2012
Γερμανία,273820,20.89,251714,0,10080,12026,ΟΚΤ,2012
Δανία,18978,1.447,17050,0,1038,890,ΟΚΤ,2012
Εσθονία,484,0.03696,484,0,0,0,ΟΚΤ,2012
Ην. Βασίλειο,182511,13.92,179292,0,3219,0,ΟΚΤ,2012
Ιρλανδία,2385,0.1819,2385,0,0,0,ΟΚΤ,2012
Ισπανία,7232,0.552,7099,0,133,0,ΟΚΤ,2012
Ιταλία,36058,2.75,25421,0,10637,0,ΟΚΤ,2012
Κύπρος,36358,2.773,36167,0,191,0,ΟΚΤ,2012
Λεττονία,7057,0.538,7057,0,0,0,ΟΚΤ,2012
Λιθουανία,1291,0.09845,1291,0,0,0,ΟΚΤ,2012
Λουξεμβούργο,751,0.05728,751,0,0,0,ΟΚΤ,2012
Μάλτα,0,0.0,0,0,0,0,ΟΚΤ,2012
Ολλανδία,51555,3.932,50739,0,816,0,ΟΚΤ,2012
Ουγγαρία,1027,0.07837,420,0,607,0,ΟΚΤ,2012
Πολωνία,8467,0.646,5459,0,1966,1042,ΟΚΤ,2012
Πορτογαλία,1849,0.141,1588,0,261,0,ΟΚΤ,2012
Ρουμανία,17492,1.334,8626,0,3259,5607,ΟΚΤ,2012
Σλοβακία,515,0.0393,515,0,0,0,ΟΚΤ,2012
Σλοβενία,685,0.05225,511,0,174,0,ΟΚΤ,2012
Σουηδία,28609,2.182,27034,0,536,1039,ΟΚΤ,2012
Τσεχία,13878,1.059,12383,0,1197,298,ΟΚΤ,2012
Φινλανδία,22824,1.741,22824,0,0,0,ΟΚΤ,2012
Αλβανία,40819,3.113,2950,0,0,37869,ΟΚΤ,2012
Ελβετία,30920,2.36,27464,0,3456,0,ΟΚΤ,2012
Νορβηγία,25561,1.95,25561,0,0,0,ΟΚΤ,2012
Ισλανδία,768,0.05862,768,0,0,0,ΟΚΤ,2012
Ρωσία,53385,4.07,53194,0,191,0,ΟΚΤ,2012
Σερβία - Μαυροβούνιο,9711,0.7407,1087,0,0,8624,ΟΚΤ,2012
Λοιπά Κράτη Ευρώπης,88748,6.77,9495,0,763,78490,ΟΚΤ,2012
Ιαπωνία,675,0.05148,450,0,225,0,ΟΚΤ,2012
Ιράν,900,0.06866,900,0,0,0,ΟΚΤ,2012
Ισραήλ,30260,2.309,30260,0,0,0,ΟΚΤ,2012
Κίνα,1085,0.08276,1085,0,0,0,ΟΚΤ,2012
Λίβανος - Συρία,1406,0.10724,1406,0,0,0,ΟΚΤ,2012
Ν. Κορέα,833,0.06354,833,0,0,0,ΟΚΤ,2012
Τουρκία,67085,5.117,4625,0,5375,57085,ΟΚΤ,2012
Λοιπά κράτη Μ. Ανατολής,261,0.01991,261,0,0,0,ΟΚΤ,2012
Λοιπά κράτη Ασίας,4662,0.3555,2210,0,249,2203,ΟΚΤ,2012
Αίγυπτος - Σουδάν,450,0.03433,450,0,0,0,ΟΚΤ,2012
Νοτιοαφρικανική Ενωση,1021,0.0778,1021,0,0,0,ΟΚΤ,2012
Λοιπά κράτη Αφρικής,0,0.0,0,0,0,0,ΟΚΤ,2012
Αργεντινή,2400,0.1831,2400,0,0,0,ΟΚΤ,2012
Βραζιλία,5509,0.4202,5509,0,0,0,ΟΚΤ,2012
Μεξικό,450,0.03433,450,0,0,0,ΟΚΤ,2012
Η.Π.Α.,38463,2.934,38214,0,249,0,ΟΚΤ,2012
Καναδάς,11306,0.8623,11073,0,233,0,ΟΚΤ,2012
Λοιπά κράτη Αμερικής,2220,0.1693,2220,0,0,0,ΟΚΤ,2012
Αυστραλία,8894,0.678,8894,0,0,0,ΟΚΤ,2012
Λοιπά κράτη Ωκεανίας,1532,0.1169,1283,0,249,0,ΟΚΤ,2012
Αυστρία,2278,0.623,1698,0,303,277,ΙΑΝ,2013
Βέλγιο,1417,0.3877,1417,0,0,0,ΙΑΝ,2013
Βουλγαρία,49299,13.484,2328,0,9366,37606,ΙΑΝ,2013
Γαλλία,8073,2.209,7643,0,429,0,ΙΑΝ,2013
Γερμανία,29875,8.17,26608,0,3267,0,ΙΑΝ,2013
Δανία,1390,0.3801,1124,0,0,266,ΙΑΝ,2013
Εσθονία,0,0.0,0,0,0,0,ΙΑΝ,2013
Ην. Βασίλειο,19837,5.426,19206,0,631,0,ΙΑΝ,2013
Ιρλανδία,494,0.1351,494,0,0,0,ΙΑΝ,2013
Ισπανία,5774,1.579,5621,0,153,0,ΙΑΝ,2013
Ιταλία,13428,3.674,6739,0,6690,0,ΙΑΝ,2013
Κύπρος,16080,4.4,15946,0,134,0,ΙΑΝ,2013
Λεττονία,0,0.0,0,0,0,0,ΙΑΝ,2013
Λιθουανία,525,0.1437,391,0,134,0,ΙΑΝ,2013
Λουξεμβούργο,443,0.1211,443,0,0,0,ΙΑΝ,2013
Μάλτα,0,0.0,0,0,0,0,ΙΑΝ,2013
Ολλανδία,2809,0.7686,2497,0,313,0,ΙΑΝ,2013
Ουγγαρία,1469,0.4016,140,0,1329,0,ΙΑΝ,2013
Πολωνία,3111,0.851,137,0,387,2588,ΙΑΝ,2013
Πορτογαλία,464,0.127,464,0,0,0,ΙΑΝ,2013
Ρουμανία,11055,3.023,3980,0,1392,5683,ΙΑΝ,2013
Σλοβακία,0,0.0,0,0,0,0,ΙΑΝ,2013
Σλοβενία,0,0.0,0,0,0,0,ΙΑΝ,2013
Σουηδία,2122,0.5806,2122,0,0,0,ΙΑΝ,2013
Τσεχία,632,0.1727,497,0,134,0,ΙΑΝ,2013
Φινλανδία,464,0.127,464,0,0,0,ΙΑΝ,2013
Αλβανία,54037,14.78,3793,0,560,49685,ΙΑΝ,2013
Ελβετία,4544,1.243,4173,0,371,0,ΙΑΝ,2013
Νορβηγία,1184,0.324,1184,0,0,0,ΙΑΝ,2013
Ισλανδία,0,0.0,0,0,0,0,ΙΑΝ,2013
Ρωσία,3699,1.012,3190,0,0,508,ΙΑΝ,2013
Λοιπά Κράτη Ευρώπης,47650,13.03,1424,0,1458,44767,ΙΑΝ,2013
Ιαπωνία,904,0.2472,793,0,111,0,ΙΑΝ,2013
Ιράν,205,0.05618,0,0,205,0,ΙΑΝ,2013
Ισραήλ,2170,0.5938,2170,0,0,0,ΙΑΝ,2013
Κίνα,605,0.1654,605,0,0,0,ΙΑΝ,2013
Λίβανος - Συρία,1217,0.3328,1042,0,175,0,ΙΑΝ,2013
Ν. Κορέα,356,0.09735,356,0,0,0,ΙΑΝ,2013
Τουρκία,42352,11.586,2024,0,2337,37991,ΙΑΝ,2013
Λοιπά κράτη Μ. Ανατολής,2773,0.7583,2773,0,0,0,ΙΑΝ,2013
Λοιπά κράτη Ασίας,1714,0.4688,1714,0,0,0,ΙΑΝ,2013
Αίγυπτος - Σουδάν,1377,0.3765,1377,0,0,0,ΙΑΝ,2013
Νοτιοαφρικανική Ενωση,407,0.1113,407,0,0,0,ΙΑΝ,2013
Λοιπά κράτη Αφρικής,1598,0.437,1598,0,0,0,ΙΑΝ,2013
Αργεντινή,1444,0.395,970,0,474,0,ΙΑΝ,2013
Βραζιλία,1508,0.4124,1042,0,466,0,ΙΑΝ,2013
Μεξικό,249,0.06805,249,0,0,0,ΙΑΝ,2013
Η.Π.Α.,13939,3.812,13939,0,0,0,ΙΑΝ,2013
Καναδάς,851,0.2328,851,0,0,0,ΙΑΝ,2013
Λοιπά κράτη Αμερικής,1850,0.5063,1491,0,359,0,ΙΑΝ,2013
Αυστραλία,1672,0.4575,1672,0,0,0,ΙΑΝ,2013
Λοιπά κράτη Ωκεανίας,889,0.2432,889,0,0,0,ΙΑΝ,2013
Αυστρία,1389,0.4697,758,0,65,566,ΦΕΒ,2013
Βέλγιο,1767,0.5977,1702,0,65,0,ΦΕΒ,2013
Βουλγαρία,43966,14.87,1056,0,5639,37270,ΦΕΒ,2013
Γαλλία,11105,3.756,8432,0,2673,0,ΦΕΒ,2013
Γερμανία,21002,7.105,19421,0,1581,0,ΦΕΒ,2013
Δανία,261,0.0883,261,0,0,0,ΦΕΒ,2013
Εσθονία,0,0.0,0,0,0,0,ΦΕΒ,2013
Ην. Βασίλειο,12010,4.062,11847,0,163,0,ΦΕΒ,2013
Ιρλανδία,1073,0.3628,892,0,181,0,ΦΕΒ,2013
Ισπανία,3115,1.054,2658,0,457,0,ΦΕΒ,2013
Ιταλία,12143,4.105,7456,0,4687,0,ΦΕΒ,2013
Κύπρος,21457,7.258,21149,0,308,0,ΦΕΒ,2013
Λεττονία,497,0.1681,320,0,0,177,ΦΕΒ,2013
Λιθουανία,0,0.0,0,0,0,0,ΦΕΒ,2013
Λουξεμβούργο,0,0.0,0,0,0,0,ΦΕΒ,2013
Μάλτα,161,0.05457,0,0,161,0,ΦΕΒ,2013
Ολλανδία,2950,0.9976,2819,0,131,0,ΦΕΒ,2013
Ουγγαρία,705,0.2385,0,0,705,0,ΦΕΒ,2013
Πολωνία,2336,0.79,612,0,592,1132,ΦΕΒ,2013
Πορτογαλία,399,0.1349,399,0,0,0,ΦΕΒ,2013
Ρουμανία,6583,2.227,4754,0,1122,707,ΦΕΒ,2013
Σλοβακία,758,0.2563,647,0,111,0,ΦΕΒ,2013
Σλοβενία,0,0.0,0,0,0,0,ΦΕΒ,2013
Σουηδία,1706,0.577,1706,0,0,0,ΦΕΒ,2013
Τσεχία,1827,0.618,1471,0,356,0,ΦΕΒ,2013
Φινλανδία,535,0.181,535,0,0,0,ΦΕΒ,2013
Αλβανία,36862,12.47,2828,0,103,33931,ΦΕΒ,2013
Ελβετία,5193,1.757,4770,0,103,320,ΦΕΒ,2013
Νορβηγία,647,0.219,647,0,0,0,ΦΕΒ,2013
Ισλανδία,488,0.1652,488,0,0,0,ΦΕΒ,2013
Ρωσία,2871,0.971,2270,0,0,601,ΦΕΒ,2013
Σερβία ,4204,1.422,1771,0,0,2433,ΦΕΒ,2013
Λοιπά Κράτη Ευρώπης,31984,10.82,610,0,0,31375,ΦΕΒ,2013
Ιαπωνία,0,0.0,0,0,0,0,ΦΕΒ,2013
Ιράν,0,0.0,0,0,0,0,ΦΕΒ,2013
Ισραήλ,3865,1.308,3865,0,0,0,ΦΕΒ,2013
Κίνα,201,0.068,201,0,0,0,ΦΕΒ,2013
Λίβανος - Συρία,1123,0.38,1123,0,0,0,ΦΕΒ,2013
Ν. Κορέα,0,0.0,0,0,0,0,ΦΕΒ,2013
Τουρκία,48043,16.25,3118,0,2670,42255,ΦΕΒ,2013
Λοιπά κράτη Μ. Ανατολής,439,0.1486,439,0,0,0,ΦΕΒ,2013
Λοιπά κράτη Ασίας,284,0.0962,204,0,80,0,ΦΕΒ,2013
Αίγυπτος - Σουδάν,852,0.288,852,0,0,0,ΦΕΒ,2013
Νοτιοαφρικανική Ενωση,136,0.04593,136,0,0,0,ΦΕΒ,2013
Λοιπά κράτη Αφρικής,1220,0.4126,1220,0,0,0,ΦΕΒ,2013
Αργεντινή,204,0.0691,204,0,0,0,ΦΕΒ,2013
Βραζιλία,204,0.0691,204,0,0,0,ΦΕΒ,2013
Μεξικό,0,0.0,0,0,0,0,ΦΕΒ,2013
Η.Π.Α.,5075,1.717,5075,0,0,0,ΦΕΒ,2013
Καναδάς,1586,0.5366,1586,0,0,0,ΦΕΒ,2013
Λοιπά κράτη Αμερικής,1288,0.4355,1289,0,0,0,ΦΕΒ,2013
Αυστραλία,1135,0.384,1135,0,0,0,ΦΕΒ,2013
Λοιπά κράτη Ωκεανίας,0,0.0,0,0,0,0,ΦΕΒ,2013
Αυστρία,3159,0.8726,2374,0,785,0,ΜΑΡ,2013
Βέλγιο,4893,1.352,3184,0,1709,0,ΜΑΡ,2013
Βουλγαρία,56485,15.6,460,0,8389,47636,ΜΑΡ,2013
Γαλλία,11159,3.082,10750,0,409,0,ΜΑΡ,2013
Γερμανία,32046,8.85,28517,0,1979,1550,ΜΑΡ,2013
Δανία,716,0.1978,716,0,0,0,ΜΑΡ,2013
Εσθονία,329,0.0909,329,0,0,0,ΜΑΡ,2013
Ην. Βασίλειο,14315,3.953,12362,0,1953,0,ΜΑΡ,2013
Ιρλανδία,207,0.05704,207,0,0,0,ΜΑΡ,2013
Ισπανία,2670,0.7373,1585,0,1085,0,ΜΑΡ,2013
Ιταλία,17153,4.74,12916,0,4237,0,ΜΑΡ,2013
Κύπρος,22527,6.223,22399,0,128,0,ΜΑΡ,2013
Λεττονία,0,0.0,0,0,0,0,ΜΑΡ,2013
Λιθουανία,360,0.09937,232,0,128,0,ΜΑΡ,2013
Λουξεμβούργο,386,0.10675,0,0,386,0,ΜΑΡ,2013
Μάλτα,0,0.0,0,0,0,0,ΜΑΡ,2013
Ολλανδία,5530,1.527,4460,0,1070,0,ΜΑΡ,2013
Ουγγαρία,255,0.0704,0,0,255,0,ΜΑΡ,2013
Πολωνία,3546,0.9795,480,0,2309,757,ΜΑΡ,2013
Πορτογαλία,0,0.0,0,0,0,0,ΜΑΡ,2013
Ρουμανία,9075,2.506,5268,0,2340,1467,ΜΑΡ,2013
Σλοβακία,0,0.0,0,0,0,0,ΜΑΡ,2013
Σλοβενία,271,0.0747,0,0,0,271,ΜΑΡ,2013
Σουηδία,718,0.1982,636,0,82,0,ΜΑΡ,2013
Τσεχία,531,0.1466,531,0,0,0,ΜΑΡ,2013
Φινλανδία,1082,0.2988,1082,0,0,0,ΜΑΡ,2013
Αλβανία,37339,10.31,3633,0,128,33578,ΜΑΡ,2013
Ελβετία,3547,0.9795,3419,0,128,0,ΜΑΡ,2013
Νορβηγία,1371,0.3787,1371,0,0,0,ΜΑΡ,2013
Ισλανδία,0,0.0,0,0,0,0,ΜΑΡ,2013
Ρωσία,6353,1.755,6098,0,255,0,ΜΑΡ,2013
Σερβία ,10756,2.97,790,0,511,9455,ΜΑΡ,2013
Λοιπά Κράτη Ευρώπης,43420,11.99,1285,0,256,41879,ΜΑΡ,2013
Ιαπωνία,720,0.1989,720,0,0,0,ΜΑΡ,2013
Ιράν,1621,0.4475,0,0,1621,0,ΜΑΡ,2013
Ισραήλ,1857,0.5127,1857,0,0,0,ΜΑΡ,2013
Κίνα,1319,0.3643,1319,0,0,0,ΜΑΡ,2013
Λίβανος - Συρία,821,0.2266,821,0,0,0,ΜΑΡ,2013
Ν. Κορέα,1250,0.3452,1250,0,0,0,ΜΑΡ,2013
Τουρκία,42578,11.76,4420,0,2679,35480,ΜΑΡ,2013
Λοιπά κράτη Μ. Ανατολής,1111,0.3066,1111,0,0,0,ΜΑΡ,2013
Λοιπά κράτη Ασίας,1761,0.4863,1761,0,0,0,ΜΑΡ,2013
Αίγυπτος - Σουδάν,0,0.0,0,0,0,0,ΜΑΡ,2013
Νοτιοαφρικανική Ενωση,240,0.0663,240,0,0,0,ΜΑΡ,2013
